date,Average Temperature,departure Average Temperature,region,Precipitation,departure Precipitation,Maximum Temperature,departure Maximum Temperature,Minimum Temperature,departure Minimum Temperature
2017-01-01,51.5,6.1,Southeast Climate Region,5.72,1.76,61.8,5.6,41.2,6.6
2017-02-01,55.5,7.9,Southeast Climate Region,1.93,-2.04,68.4,9.4,42.7,6.5
2017-03-01,56.3,2.0,Southeast Climate Region,2.75,-1.84,68.8,2.7,43.8,1.3
2017-04-01,66.7,4.8,Southeast Climate Region,4.33,0.66,78.9,4.5,54.6,5.2
2017-05-01,70.5,0.7,Southeast Climate Region,5.79,1.88,82.0,0.1,59.0,1.4
2017-06-01,75.9,-0.3,Southeast Climate Region,7.39,2.51,85.4,-2.1,66.4,1.5
2017-07-01,80.2,1.4,Southeast Climate Region,5.33,-0.45,90.1,0.6,70.3,2.1
2017-08-01,78.4,0.4,Southeast Climate Region,5.72,0.44,87.6,-1.0,69.2,1.7
2017-09-01,73.6,0.0,Southeast Climate Region,4.81,0.36,84.0,-0.4,63.3,0.5
2017-10-01,66.6,2.9,Southeast Climate Region,4.56,1.42,77.7,2.0,55.5,3.8
2017-11-01,55.7,1.8,Southeast Climate Region,1.26,-1.67,67.6,1.9,43.8,1.8
2017-12-01,48.2,1.5,Southeast Climate Region,2.71,-1.05,58.2,0.7,38.2,2.4
2018-01-01,41.7,-3.7,Southeast Climate Region,2.90,-1.06,53.2,-3.0,30.2,-4.4
1992-01-01,26.2,10.1,Northern Rockies and Plains Climate Region,0.65,-0.23,37.2,10.7,15.2,9.4
1992-02-01,31.3,10.5,Northern Rockies and Plains Climate Region,0.57,-0.23,42.4,10.7,20.1,10.2
1992-03-01,38.0,8.1,Northern Rockies and Plains Climate Region,1.26,0.11,50.3,9.2,25.6,6.8
1992-04-01,44.3,2.1,Northern Rockies and Plains Climate Region,1.32,-0.42,57.2,2.6,31.3,1.5
1992-05-01,55.8,3.1,Northern Rockies and Plains Climate Region,1.66,-0.96,70.6,5.1,41.0,1.2
1992-06-01,61.6,-0.1,Northern Rockies and Plains Climate Region,3.39,0.43,74.5,-0.2,48.8,0.1
1992-07-01,62.4,-6.3,Northern Rockies and Plains Climate Region,3.27,1.20,74.5,-8.5,50.3,-4.0
1992-08-01,63.2,-3.6,Northern Rockies and Plains Climate Region,1.89,0.15,77.3,-4.0,49.2,-3.0
1992-09-01,56.4,-0.3,Northern Rockies and Plains Climate Region,1.20,-0.38,71.1,0.4,41.7,-0.9
1992-10-01,46.2,1.0,Northern Rockies and Plains Climate Region,1.00,-0.25,59.8,1.5,32.6,0.5
1992-11-01,28.7,-1.7,Northern Rockies and Plains Climate Region,1.13,0.17,36.3,-4.7,21.1,1.4
1992-12-01,16.2,-3.9,Northern Rockies and Plains Climate Region,0.93,0.06,26.0,-4.1,6.3,-3.8
1993-01-01,13.2,-2.9,Northern Rockies and Plains Climate Region,0.83,-0.05,23.3,-3.2,3.2,-2.6
1993-02-01,14.9,-5.9,Northern Rockies and Plains Climate Region,0.82,0.02,25.3,-6.4,4.5,-5.4
1993-03-01,32.9,3.0,Northern Rockies and Plains Climate Region,1.04,-0.11,43.5,2.4,22.3,3.5
1993-04-01,41.8,-0.4,Northern Rockies and Plains Climate Region,2.06,0.32,53.3,-1.3,30.2,0.4
1993-05-01,54.3,1.6,Northern Rockies and Plains Climate Region,2.60,-0.02,67.3,1.8,41.2,1.4
1993-06-01,58.4,-3.3,Northern Rockies and Plains Climate Region,4.45,1.49,70.2,-4.5,46.7,-2.0
1993-07-01,62.1,-6.6,Northern Rockies and Plains Climate Region,5.58,3.51,73.4,-9.6,50.9,-3.4
1993-08-01,63.7,-3.1,Northern Rockies and Plains Climate Region,2.29,0.55,76.5,-4.8,51.0,-1.2
1993-09-01,53.2,-3.5,Northern Rockies and Plains Climate Region,1.27,-0.31,67.0,-3.7,39.5,-3.1
1993-10-01,43.9,-1.3,Northern Rockies and Plains Climate Region,1.15,-0.10,57.2,-1.1,30.7,-1.4
1993-11-01,26.4,-4.0,Northern Rockies and Plains Climate Region,1.01,0.05,36.8,-4.2,16.0,-3.7
1993-12-01,24.3,4.2,Northern Rockies and Plains Climate Region,0.66,-0.21,33.4,3.3,15.1,5.0
1994-01-01,16.4,0.3,Northern Rockies and Plains Climate Region,0.87,-0.01,25.8,-0.7,6.9,1.1
1994-02-01,14.8,-6.0,Northern Rockies and Plains Climate Region,0.87,0.07,25.7,-6.0,3.9,-6.0
1994-03-01,35.7,5.8,Northern Rockies and Plains Climate Region,0.52,-0.63,47.9,6.8,23.4,4.6
1994-04-01,43.5,1.3,Northern Rockies and Plains Climate Region,1.75,0.01,56.8,2.2,30.1,0.3
1994-05-01,56.7,4.0,Northern Rockies and Plains Climate Region,1.54,-1.08,70.6,5.1,42.9,3.1
1994-06-01,63.7,2.0,Northern Rockies and Plains Climate Region,2.64,-0.32,77.1,2.4,50.2,1.5
1994-07-01,67.0,-1.7,Northern Rockies and Plains Climate Region,2.44,0.37,81.5,-1.5,52.5,-1.8
1994-08-01,67.6,0.8,Northern Rockies and Plains Climate Region,1.18,-0.56,82.5,1.2,52.8,0.6
1994-09-01,60.1,3.4,Northern Rockies and Plains Climate Region,1.17,-0.41,75.1,4.4,45.0,2.4
