date,Average Temperature,departure Average Temperature,region,Precipitation,departure Precipitation,Maximum Temperature,departure Maximum Temperature,Minimum Temperature,departure Minimum Temperature
2006-02-01,37.5,1.9,Southwest Climate Region,0.27,-0.73,52.8,4.2,22.3,-0.4
2006-03-01,41.8,0.3,Southwest Climate Region,1.41,0.26,54.9,-0.1,28.7,0.7
2006-04-01,53.2,3.7,Southwest Climate Region,0.60,-0.46,68.9,5.0,37.4,2.4
2006-05-01,62.8,4.4,Southwest Climate Region,0.43,-0.68,79.2,5.8,46.4,3.0
2006-06-01,72.2,4.6,Southwest Climate Region,0.68,-0.26,88.5,5.1,55.8,3.9
2006-07-01,75.5,2.5,Southwest Climate Region,2.57,0.70,89.5,2.0,61.6,3.2
2006-08-01,71.1,0.0,Southwest Climate Region,2.76,0.74,84.0,-1.1,58.1,1.1
2006-09-01,60.9,-3.1,Southwest Climate Region,1.88,0.52,74.8,-3.8,47.0,-2.4
2006-10-01,52.0,-1.1,Southwest Climate Region,2.16,1.01,65.3,-2.3,38.8,0.3
2006-11-01,43.8,3.1,Southwest Climate Region,0.40,-0.49,58.2,4.0,29.3,2.1
2006-12-01,33.3,0.7,Southwest Climate Region,0.93,-0.08,45.8,0.8,20.8,0.6
2007-01-01,28.6,-2.9,Southwest Climate Region,0.87,-0.11,40.8,-3.2,16.3,-2.7
2007-02-01,37.4,1.8,Southwest Climate Region,0.74,-0.26,50.2,1.6,24.7,2.0
2007-03-01,46.8,5.3,Southwest Climate Region,0.95,-0.20,61.5,6.5,32.1,4.1
2007-04-01,51.0,1.5,Southwest Climate Region,0.98,-0.08,65.5,1.6,36.5,1.5
2007-05-01,60.2,1.8,Southwest Climate Region,1.30,0.19,75.0,1.6,45.4,2.0
2007-06-01,69.8,2.2,Southwest Climate Region,0.72,-0.22,86.2,2.8,53.4,1.5
2007-07-01,75.3,2.3,Southwest Climate Region,1.95,0.08,90.0,2.5,60.6,2.2
2007-08-01,74.2,3.1,Southwest Climate Region,1.91,-0.11,88.1,3.0,60.2,3.2
2007-09-01,66.0,2.0,Southwest Climate Region,1.50,0.14,80.3,1.7,51.6,2.2
2007-10-01,54.6,1.5,Southwest Climate Region,0.56,-0.59,70.0,2.4,39.2,0.7
2007-11-01,45.5,4.8,Southwest Climate Region,0.45,-0.44,60.6,6.4,30.5,3.3
2007-12-01,31.2,-1.4,Southwest Climate Region,2.10,1.09,42.7,-2.3,19.7,-0.5
2008-01-01,29.7,-1.8,Southwest Climate Region,1.43,0.45,42.0,-2.0,17.4,-1.6
2008-02-01,36.3,0.7,Southwest Climate Region,1.13,0.13,49.4,0.8,23.3,0.6
2008-03-01,42.6,1.1,Southwest Climate Region,0.45,-0.70,57.4,2.4,27.7,-0.3
2008-04-01,49.0,-0.5,Southwest Climate Region,0.42,-0.64,65.0,1.1,33.0,-2.0
2008-05-01,57.4,-1.0,Southwest Climate Region,1.05,-0.06,72.9,-0.5,41.9,-1.5
2008-06-01,69.5,1.9,Southwest Climate Region,0.57,-0.37,86.2,2.8,52.8,0.9
2008-07-01,74.0,1.0,Southwest Climate Region,2.25,0.38,88.2,0.7,59.8,1.4
2008-08-01,72.1,1.0,Southwest Climate Region,2.38,0.36,85.9,0.8,58.3,1.3
2008-09-01,64.4,0.4,Southwest Climate Region,0.92,-0.44,79.2,0.6,49.7,0.3
2008-10-01,54.4,1.3,Southwest Climate Region,0.93,-0.22,69.7,2.1,39.0,0.5
2008-11-01,44.7,4.0,Southwest Climate Region,0.78,-0.11,58.5,4.3,30.9,3.7
2008-12-01,33.6,1.0,Southwest Climate Region,1.54,0.53,45.7,0.7,21.4,1.2
2009-01-01,35.8,4.3,Southwest Climate Region,0.66,-0.32,49.2,5.2,22.5,3.5
2009-02-01,39.0,3.4,Southwest Climate Region,0.72,-0.28,53.1,4.5,25.0,2.3
2009-03-01,44.6,3.1,Southwest Climate Region,0.62,-0.53,59.3,4.3,29.9,1.9
2009-04-01,49.5,0.0,Southwest Climate Region,1.10,0.04,64.2,0.3,34.8,-0.2
2009-05-01,62.4,4.0,Southwest Climate Region,1.18,0.07,77.1,3.7,47.6,4.2
2009-06-01,66.4,-1.2,Southwest Climate Region,1.51,0.57,80.7,-2.7,52.2,0.3
2009-07-01,74.7,1.7,Southwest Climate Region,1.73,-0.14,89.6,2.1,59.8,1.4
2009-08-01,71.9,0.8,Southwest Climate Region,0.91,-1.11,87.4,2.3,56.4,-0.6
2009-09-01,65.2,1.2,Southwest Climate Region,1.19,-0.17,79.7,1.1,50.6,1.2
2009-10-01,50.2,-2.9,Southwest Climate Region,1.05,-0.10,63.9,-3.7,36.5,-2.0
2009-11-01,44.2,3.5,Southwest Climate Region,0.39,-0.50,58.9,4.7,29.6,2.4
2009-12-01,28.9,-3.7,Southwest Climate Region,1.23,0.22,40.7,-4.3,17.1,-3.1
2010-01-01,32.8,1.3,Southwest Climate Region,1.86,0.88,45.0,1.0,20.6,1.6
2010-02-01,34.0,-1.6,Southwest Climate Region,1.24,0.24,45.2,-3.4,22.7,0.0
2010-03-01,41.8,0.3,Southwest Climate Region,1.25,0.10,55.4,0.4,28.3,0.3
2010-04-01,49.8,0.3,Southwest Climate Region,1.12,0.06,64.2,0.3,35.5,0.5
2010-05-01,56.4,-2.0,Southwest Climate Region,0.72,-0.39,71.8,-1.6,41.1,-2.3
2010-06-01,70.0,2.4,Southwest Climate Region,0.76,-0.18,85.9,2.5,54.0,2.1
2010-07-01,74.4,1.4,Southwest Climate Region,2.37,0.50,88.4,0.9,60.4,2.0
2010-08-01,72.1,1.0,Southwest Climate Region,1.99,-0.03,86.1,1.0,58.0,1.0
2010-09-01,67.6,3.6,Southwest Climate Region,0.81,-0.55,83.7,5.1,51.5,2.1
2010-10-01,55.4,2.3,Southwest Climate Region,1.45,0.30,69.3,1.7,41.4,2.9
2010-11-01,40.2,-0.5,Southwest Climate Region,0.59,-0.30,54.2,0.0,26.2,-1.0
2010-12-01,38.3,5.7,Southwest Climate Region,1.71,0.70,50.3,5.3,26.2,6.0
2011-01-01,31.9,0.4,Southwest Climate Region,0.29,-0.69,45.5,1.5,18.2,-0.8
2011-02-01,32.9,-2.7,Southwest Climate Region,0.91,-0.09,46.8,-1.8,19.0,-3.7
2011-03-01,45.6,4.1,Southwest Climate Region,0.67,-0.48,60.3,5.3,30.9,2.9
2011-04-01,51.0,1.5,Southwest Climate Region,1.10,0.04,65.8,1.9,36.2,1.2
2011-05-01,56.3,-2.1,Southwest Climate Region,1.32,0.21,71.3,-2.1,41.4,-2.0
2011-06-01,69.4,1.8,Southwest Climate Region,0.39,-0.55,86.3,2.9,52.5,0.6
2011-07-01,75.2,2.2,Southwest Climate Region,1.93,0.06,89.6,2.1,60.7,2.3
2011-08-01,75.3,4.2,Southwest Climate Region,1.46,-0.56,90.0,4.9,60.6,3.6
2011-09-01,66.0,2.0,Southwest Climate Region,1.33,-0.03,80.6,2.0,51.5,2.1
2011-10-01,54.3,1.2,Southwest Climate Region,1.18,0.03,69.1,1.5,39.5,1.0
2011-11-01,41.5,0.8,Southwest Climate Region,0.80,-0.09,54.8,0.6,28.2,1.0
2011-12-01,31.1,-1.5,Southwest Climate Region,1.27,0.26,42.7,-2.3,19.4,-0.8
2012-01-01,36.6,5.1,Southwest Climate Region,0.51,-0.47,50.4,6.4,23.0,4.0
2012-02-01,36.2,0.6,Southwest Climate Region,0.76,-0.24,49.0,0.4,23.5,0.8
2012-03-01,46.4,4.9,Southwest Climate Region,0.52,-0.63,61.9,6.9,30.8,2.8
2012-04-01,54.2,4.7,Southwest Climate Region,0.68,-0.38,69.8,5.9,38.7,3.7
2012-05-01,62.0,3.6,Southwest Climate Region,0.53,-0.58,78.1,4.7,45.8,2.4
2012-06-01,72.8,5.2,Southwest Climate Region,0.23,-0.71,89.9,6.5,55.6,3.7
2012-07-01,74.7,1.7,Southwest Climate Region,2.08,0.21,88.8,1.3,60.7,2.3
2012-08-01,74.0,2.9,Southwest Climate Region,1.54,-0.48,88.4,3.3,59.5,2.5
2012-09-01,66.1,2.1,Southwest Climate Region,1.19,-0.17,80.8,2.2,51.4,2.0
2012-10-01,54.8,1.7,Southwest Climate Region,0.51,-0.64,70.2,2.6,39.4,0.9
2012-11-01,45.7,5.0,Southwest Climate Region,0.35,-0.54,60.8,6.6,30.7,3.5
2012-12-01,33.6,1.0,Southwest Climate Region,1.24,0.23,46.1,1.1,21.2,1.0
2013-01-01,29.1,-2.4,Southwest Climate Region,0.92,-0.06,42.3,-1.7,16.0,-3.0
2013-02-01,33.5,-2.1,Southwest Climate Region,0.57,-0.43,46.8,-1.8,20.2,-2.5
2013-03-01,44.9,3.4,Southwest Climate Region,0.62,-0.53,59.6,4.6,30.1,2.1
2013-04-01,49.8,0.3,Southwest Climate Region,0.77,-0.29,64.8,0.9,34.8,-0.2
2013-05-01,59.9,1.5,Southwest Climate Region,0.65,-0.46,75.3,1.9,44.5,1.1
2013-06-01,72.5,4.9,Southwest Climate Region,0.36,-0.58,89.4,6.0,55.6,3.7
2013-07-01,74.4,1.4,Southwest Climate Region,2.62,0.75,87.9,0.4,60.8,2.4
2013-08-01,72.4,1.3,Southwest Climate Region,2.09,0.07,86.0,0.9,58.8,1.8
2013-09-01,65.5,1.5,Southwest Climate Region,3.21,1.85,78.4,-0.2,52.6,3.2
2013-10-01,51.0,-2.1,Southwest Climate Region,0.75,-0.40,65.5,-2.1,36.5,-2.0
2013-11-01,42.3,1.6,Southwest Climate Region,1.23,0.34,54.9,0.7,29.6,2.4
2013-12-01,31.5,-1.1,Southwest Climate Region,0.63,-0.38,44.0,-1.0,19.0,-1.2
2014-01-01,35.5,4.0,Southwest Climate Region,0.43,-0.55,49.7,5.7,21.3,2.3
2014-02-01,39.4,3.8,Southwest Climate Region,0.59,-0.41,52.6,4.0,26.1,3.4
2014-03-01,44.8,3.3,Southwest Climate Region,0.86,-0.29,59.4,4.4,30.2,2.2
2014-04-01,50.8,1.3,Southwest Climate Region,0.68,-0.38,65.6,1.7,36.0,1.0
2014-05-01,59.3,0.9,Southwest Climate Region,1.05,-0.06,74.4,1.0,44.2,0.8
2014-06-01,70.1,2.5,Southwest Climate Region,0.50,-0.44,86.3,2.9,54.0,2.1
2014-07-01,74.8,1.8,Southwest Climate Region,2.32,0.45,88.8,1.3,60.8,2.4
2014-08-01,70.1,-1.0,Southwest Climate Region,2.59,0.57,83.4,-1.7,56.9,-0.1
2014-09-01,66.5,2.5,Southwest Climate Region,2.61,1.25,79.8,1.2,53.3,3.9
2014-10-01,56.7,3.6,Southwest Climate Region,0.66,-0.49,71.2,3.6,42.2,3.7
2014-11-01,41.8,1.1,Southwest Climate Region,0.63,-0.26,55.6,1.4,27.9,0.7
2014-12-01,35.9,3.3,Southwest Climate Region,1.18,0.17,47.2,2.2,24.6,4.4
2015-01-01,35.9,4.4,Southwest Climate Region,1.23,0.25,47.5,3.5,24.4,5.4
2015-02-01,41.5,5.9,Southwest Climate Region,0.84,-0.16,55.1,6.5,27.9,5.2
2015-03-01,47.7,6.2,Southwest Climate Region,0.89,-0.26,62.1,7.1,33.3,5.3
2015-04-01,51.2,1.7,Southwest Climate Region,0.98,-0.08,65.9,2.0,36.4,1.4
2015-05-01,56.6,-1.8,Southwest Climate Region,2.93,1.82,69.6,-3.8,43.5,0.1
2015-06-01,71.5,3.9,Southwest Climate Region,1.33,0.39,86.6,3.2,56.4,4.5
2015-07-01,72.4,-0.6,Southwest Climate Region,2.45,0.58,85.9,-1.6,58.9,0.5
2015-08-01,73.3,2.2,Southwest Climate Region,1.82,-0.20,87.6,2.5,58.9,1.9
2015-09-01,68.3,4.3,Southwest Climate Region,1.05,-0.31,82.8,4.2,53.9,4.5
2015-10-01,57.3,4.2,Southwest Climate Region,2.14,0.99,69.9,2.3,44.6,6.1
2015-11-01,40.8,0.1,Southwest Climate Region,1.07,0.18,53.9,-0.3,27.7,0.5
2015-12-01,33.0,0.4,Southwest Climate Region,1.10,0.09,45.1,0.1,20.8,0.6
2016-01-01,32.7,1.2,Southwest Climate Region,1.06,0.08,44.7,0.7,20.6,1.6
2016-02-01,40.3,4.7,Southwest Climate Region,0.49,-0.51,55.0,6.4,25.6,2.9
2016-03-01,46.3,4.8,Southwest Climate Region,0.60,-0.55,61.2,6.2,31.4,3.4
2016-04-01,51.0,1.5,Southwest Climate Region,1.51,0.45,65.0,1.1,37.0,2.0
2016-05-01,57.7,-0.7,Southwest Climate Region,1.20,0.09,72.1,-1.3,43.3,-0.1
2016-06-01,72.9,5.3,Southwest Climate Region,0.82,-0.12,89.0,5.6,56.8,4.9
2016-07-01,75.8,2.8,Southwest Climate Region,1.26,-0.61,91.0,3.5,60.6,2.2
2016-08-01,70.8,-0.3,Southwest Climate Region,2.31,0.29,84.4,-0.7,57.0,0.0
2016-09-01,65.0,1.0,Southwest Climate Region,1.54,0.18,79.1,0.5,50.8,1.4
2016-10-01,58.2,5.1,Southwest Climate Region,0.48,-0.67,73.2,5.6,43.1,4.6
2016-11-01,45.8,5.1,Southwest Climate Region,1.05,0.16,59.0,4.8,32.7,5.5
2016-12-01,34.5,1.9,Southwest Climate Region,1.68,0.67,46.6,1.6,22.4,2.2
2017-01-01,33.4,1.9,Southwest Climate Region,2.16,1.18,44.0,0.0,22.9,3.9
2017-02-01,42.0,6.4,Southwest Climate Region,1.06,0.06,54.3,5.7,29.7,7.0
2017-03-01,49.4,7.9,Southwest Climate Region,0.85,-0.30,64.6,9.6,34.1,6.1
2017-04-01,51.6,2.1,Southwest Climate Region,1.10,0.04,66.2,2.3,36.8,1.8
2017-05-01,58.7,0.3,Southwest Climate Region,1.14,0.03,73.8,0.4,43.6,0.2
2017-06-01,72.0,4.4,Southwest Climate Region,0.49,-0.45,88.6,5.2,55.5,3.6
2017-07-01,75.3,2.3,Southwest Climate Region,2.57,0.70,89.5,2.0,61.0,2.6
2017-08-01,71.7,0.6,Southwest Climate Region,1.88,-0.14,85.6,0.5,57.8,0.8
2017-09-01,65.1,1.1,Southwest Climate Region,1.65,0.29,79.2,0.6,51.0,1.6
2017-10-01,54.7,1.6,Southwest Climate Region,0.58,-0.57,70.2,2.6,39.2,0.7
2017-11-01,48.6,7.9,Southwest Climate Region,0.27,-0.62,63.0,8.8,34.2,7.0
2017-12-01,37.3,4.7,Southwest Climate Region,0.24,-0.77,51.7,6.7,23.0,2.8
2018-01-01,37.2,5.7,Southwest Climate Region,0.56,-0.42,51.5,7.5,22.9,3.9
1992-01-01,31.9,4.9,Northwest Climate Region,3.38,-1.15,39.1,4.9,24.6,4.9
1992-02-01,38.4,7.2,Northwest Climate Region,2.68,-0.93,46.8,7.3,29.9,6.9
1992-03-01,43.5,7.0,Northwest Climate Region,1.09,-2.17,55.4,9.3,31.7,4.9
1992-04-01,47.1,3.9,Northwest Climate Region,3.21,0.85,58.7,4.1,35.6,3.8
1992-05-01,56.4,5.9,Northwest Climate Region,0.58,-1.56,71.2,8.4,41.6,3.5
1992-06-01,61.8,4.6,Northwest Climate Region,2.03,0.31,75.4,5.1,48.1,4.1
1992-07-01,63.7,-1.0,Northwest Climate Region,1.30,0.57,77.4,-2.5,49.9,0.4
1992-08-01,65.6,1.9,Northwest Climate Region,0.50,-0.30,81.3,2.4,50.0,1.5
1992-09-01,56.0,-0.3,Northwest Climate Region,1.35,-0.07,70.0,-0.2,42.0,-0.4
1992-10-01,48.9,2.4,Northwest Climate Region,2.21,-0.33,60.7,2.6,37.2,2.3
1992-11-01,33.8,-1.5,Northwest Climate Region,4.09,-0.25,40.7,-2.7,26.8,-0.5
1992-12-01,25.5,-3.3,Northwest Climate Region,4.84,0.21,32.2,-3.5,18.8,-3.1
1993-01-01,23.3,-3.7,Northwest Climate Region,3.81,-0.72,30.8,-3.4,15.9,-3.8
1993-02-01,27.2,-4.0,Northwest Climate Region,1.72,-1.89,35.8,-3.7,18.6,-4.4
1993-03-01,38.4,1.9,Northwest Climate Region,3.81,0.55,47.1,1.0,29.8,3.0
1993-04-01,42.4,-0.8,Northwest Climate Region,4.37,2.01,51.6,-3.0,33.1,1.3
1993-05-01,55.0,4.5,Northwest Climate Region,2.90,0.76,67.4,4.6,42.6,4.5
1993-06-01,55.3,-1.9,Northwest Climate Region,2.86,1.14,66.9,-3.4,43.6,-0.4
1993-07-01,57.5,-7.2,Northwest Climate Region,1.94,1.21,69.4,-10.5,45.6,-3.9
1993-08-01,61.3,-2.4,Northwest Climate Region,1.13,0.33,75.1,-3.8,47.4,-1.1
1993-09-01,57.4,1.1,Northwest Climate Region,0.23,-1.19,72.7,2.5,42.1,-0.3
1993-10-01,48.6,2.1,Northwest Climate Region,1.36,-1.18,60.2,2.1,37.0,2.1
1993-11-01,31.0,-4.3,Northwest Climate Region,1.52,-2.82,41.3,-2.1,20.7,-6.6
1993-12-01,30.3,1.5,Northwest Climate Region,3.80,-0.83,37.0,1.3,23.6,1.7
1994-01-01,33.9,6.9,Northwest Climate Region,2.98,-1.55,41.1,6.9,26.7,7.0
1994-02-01,30.1,-1.1,Northwest Climate Region,3.70,0.09,38.3,-1.2,21.8,-1.2
1994-03-01,40.6,4.1,Northwest Climate Region,1.97,-1.29,52.6,6.5,28.6,1.8
1994-04-01,46.2,3.0,Northwest Climate Region,2.31,-0.05,57.3,2.7,35.0,3.2
1994-05-01,53.4,2.9,Northwest Climate Region,2.04,-0.10,65.7,2.9,41.0,2.9
1994-06-01,57.8,0.6,Northwest Climate Region,1.46,-0.26,71.7,1.4,43.9,-0.1
1994-07-01,67.6,2.9,Northwest Climate Region,0.42,-0.31,83.4,3.5,51.7,2.2
1994-08-01,65.8,2.1,Northwest Climate Region,0.27,-0.53,81.8,2.9,49.9,1.4
1994-09-01,60.4,4.1,Northwest Climate Region,0.92,-0.50,75.4,5.2,45.4,3.0
1994-10-01,45.4,-1.1,Northwest Climate Region,3.42,0.88,56.7,-1.4,34.1,-0.8
1994-11-01,29.9,-5.4,Northwest Climate Region,5.50,1.16,37.0,-6.4,22.9,-4.4
1994-12-01,29.0,0.2,Northwest Climate Region,4.61,-0.02,35.7,0.0,22.4,0.5
1995-01-01,31.5,4.5,Northwest Climate Region,5.68,1.15,37.6,3.4,25.4,5.7
1995-02-01,37.5,6.3,Northwest Climate Region,2.91,-0.70,46.8,7.3,28.2,5.2
1995-03-01,37.4,0.9,Northwest Climate Region,4.68,1.42,46.8,0.7,27.9,1.1
1995-04-01,42.2,-1.0,Northwest Climate Region,3.18,0.82,53.0,-1.6,31.5,-0.3
1995-05-01,51.3,0.8,Northwest Climate Region,2.26,0.12,62.9,0.1,39.7,1.6
1995-06-01,56.1,-1.1,Northwest Climate Region,2.66,0.94,68.1,-2.2,44.1,0.1
1995-07-01,64.2,-0.5,Northwest Climate Region,1.22,0.49,78.2,-1.7,50.1,0.6
1995-08-01,61.7,-2.0,Northwest Climate Region,0.97,0.17,76.9,-2.0,46.5,-2.0
1995-09-01,59.4,3.1,Northwest Climate Region,1.22,-0.20,73.5,3.3,45.2,2.8
1995-10-01,44.7,-1.8,Northwest Climate Region,2.85,0.31,56.0,-2.1,33.5,-1.4
1995-11-01,40.2,4.9,Northwest Climate Region,6.78,2.44,48.0,4.6,32.3,5.0
1995-12-01,31.1,2.3,Northwest Climate Region,6.17,1.54,37.4,1.7,24.8,2.9
1996-01-01,29.0,2.0,Northwest Climate Region,6.08,1.55,35.6,1.4,22.4,2.7
1996-02-01,31.5,0.3,Northwest Climate Region,5.62,2.01,40.5,1.0,22.5,-0.5
1996-03-01,38.2,1.7,Northwest Climate Region,2.28,-0.98,48.4,2.3,28.1,1.3
1996-04-01,44.2,1.0,Northwest Climate Region,4.20,1.84,54.9,0.3,33.4,1.6
1996-05-01,47.7,-2.8,Northwest Climate Region,3.66,1.52,58.4,-4.4,37.0,-1.1
1996-06-01,57.8,0.6,Northwest Climate Region,0.98,-0.74,71.9,1.6,43.7,-0.3
1996-07-01,67.4,2.7,Northwest Climate Region,0.51,-0.22,83.3,3.4,51.4,1.9
1996-08-01,65.2,1.5,Northwest Climate Region,0.40,-0.40,81.1,2.2,49.2,0.7
1996-09-01,54.5,-1.8,Northwest Climate Region,1.42,0.00,68.0,-2.2,41.0,-1.4
1996-10-01,45.8,-0.7,Northwest Climate Region,3.66,1.12,56.8,-1.3,34.7,-0.2
1996-11-01,36.3,1.0,Northwest Climate Region,5.79,1.45,44.1,0.7,28.5,1.2
1996-12-01,29.5,0.7,Northwest Climate Region,10.27,5.64,35.6,-0.1,23.3,1.4
1997-01-01,29.2,2.2,Northwest Climate Region,5.89,1.36,36.2,2.0,22.1,2.4
1997-02-01,32.0,0.8,Northwest Climate Region,2.43,-1.18,40.6,1.1,23.4,0.4
1997-03-01,38.1,1.6,Northwest Climate Region,4.72,1.46,47.9,1.8,28.3,1.5
1997-04-01,41.7,-1.5,Northwest Climate Region,3.29,0.93,52.2,-2.4,31.1,-0.7
1997-05-01,54.2,3.7,Northwest Climate Region,1.96,-0.18,67.3,4.5,41.2,3.1
1997-06-01,56.9,-0.3,Northwest Climate Region,2.24,0.52,69.1,-1.2,44.7,0.7
1997-07-01,63.4,-1.3,Northwest Climate Region,1.47,0.74,77.6,-2.3,49.2,-0.3
1997-08-01,65.9,2.2,Northwest Climate Region,0.97,0.17,80.7,1.8,51.1,2.6
1997-09-01,58.6,2.3,Northwest Climate Region,2.44,1.02,71.6,1.4,45.6,3.2
1997-10-01,45.4,-1.1,Northwest Climate Region,4.08,1.54,55.9,-2.2,34.8,-0.1
1997-11-01,38.1,2.8,Northwest Climate Region,2.97,-1.37,46.2,2.8,30.0,2.7
1997-12-01,29.3,0.5,Northwest Climate Region,2.69,-1.94,36.7,1.0,22.0,0.1
1998-01-01,32.0,5.0,Northwest Climate Region,6.36,1.83,38.3,4.1,25.7,6.0
1998-02-01,34.2,3.0,Northwest Climate Region,3.80,0.19,41.5,2.0,26.8,3.8
1998-03-01,38.2,1.7,Northwest Climate Region,3.34,0.08,47.7,1.6,28.7,1.9
1998-04-01,43.7,0.5,Northwest Climate Region,1.90,-0.46,55.0,0.4,32.4,0.6
1998-05-01,49.7,-0.8,Northwest Climate Region,4.70,2.56,59.8,-3.0,39.5,1.4
1998-06-01,56.2,-1.0,Northwest Climate Region,1.96,0.24,68.1,-2.2,44.2,0.2
1998-07-01,68.9,4.2,Northwest Climate Region,0.95,0.22,83.6,3.7,54.2,4.7
1998-08-01,67.2,3.5,Northwest Climate Region,0.22,-0.58,83.2,4.3,51.1,2.6
1998-09-01,61.5,5.2,Northwest Climate Region,1.25,-0.17,75.7,5.5,47.3,4.9
1998-10-01,45.7,-0.8,Northwest Climate Region,1.77,-0.77,57.2,-0.9,34.1,-0.8
1998-11-01,37.4,2.1,Northwest Climate Region,7.32,2.98,43.5,0.1,31.2,3.9
1998-12-01,27.6,-1.2,Northwest Climate Region,6.19,1.56,34.6,-1.1,20.6,-1.3
1999-01-01,32.0,5.0,Northwest Climate Region,5.25,0.72,38.7,4.5,25.2,5.5
1999-02-01,31.6,0.4,Northwest Climate Region,7.16,3.55,39.1,-0.4,24.2,1.2
1999-03-01,36.5,0.0,Northwest Climate Region,3.01,-0.25,46.4,0.3,26.6,-0.2
1999-04-01,41.3,-1.9,Northwest Climate Region,1.49,-0.87,53.1,-1.5,29.6,-2.2
1999-05-01,47.7,-2.8,Northwest Climate Region,2.21,0.07,59.9,-2.9,35.5,-2.6
1999-06-01,56.0,-1.2,Northwest Climate Region,1.46,-0.26,68.6,-1.7,43.4,-0.6
1999-07-01,63.2,-1.5,Northwest Climate Region,0.43,-0.30,78.8,-1.1,47.5,-2.0
1999-08-01,65.3,1.6,Northwest Climate Region,1.15,0.35,79.5,0.6,51.0,2.5
1999-09-01,56.7,0.4,Northwest Climate Region,0.19,-1.23,72.5,2.3,40.9,-1.5
1999-10-01,47.9,1.4,Northwest Climate Region,2.16,-0.38,61.3,3.2,34.5,-0.4
1999-11-01,41.1,5.8,Northwest Climate Region,4.73,0.39,49.6,6.2,32.6,5.3
1999-12-01,31.6,2.8,Northwest Climate Region,4.16,-0.47,38.4,2.7,24.7,2.8
2000-01-01,29.6,2.6,Northwest Climate Region,5.14,0.61,36.1,1.9,23.1,3.4
2000-02-01,34.9,3.7,Northwest Climate Region,4.01,0.40,42.4,2.9,27.4,4.4
2000-03-01,37.4,0.9,Northwest Climate Region,2.78,-0.48,47.6,1.5,27.0,0.2
2000-04-01,47.0,3.8,Northwest Climate Region,1.94,-0.42,59.4,4.8,34.5,2.7
2000-05-01,50.8,0.3,Northwest Climate Region,2.35,0.21,62.4,-0.4,39.3,1.2
2000-06-01,59.2,2.0,Northwest Climate Region,1.27,-0.45,73.4,3.1,45.0,1.0
2000-07-01,65.0,0.3,Northwest Climate Region,0.44,-0.29,80.2,0.3,49.8,0.3
2000-08-01,65.2,1.5,Northwest Climate Region,0.25,-0.55,81.1,2.2,49.2,0.7
2000-09-01,55.9,-0.4,Northwest Climate Region,1.52,0.10,69.2,-1.0,42.5,0.1
2000-10-01,46.2,-0.3,Northwest Climate Region,2.93,0.39,56.9,-1.2,35.4,0.5
2000-11-01,30.7,-4.6,Northwest Climate Region,2.08,-2.26,38.7,-4.7,22.8,-4.5
2000-12-01,29.3,0.5,Northwest Climate Region,2.54,-2.09,36.2,0.5,22.3,0.4
2001-01-01,28.9,1.9,Northwest Climate Region,1.98,-2.55,36.4,2.2,21.4,1.7
2001-02-01,30.1,-1.1,Northwest Climate Region,1.59,-2.02,38.9,-0.6,21.4,-1.6
2001-03-01,39.4,2.9,Northwest Climate Region,2.49,-0.77,49.6,3.5,29.1,2.3
2001-04-01,41.7,-1.5,Northwest Climate Region,2.69,0.33,52.4,-2.2,31.0,-0.8
2001-05-01,53.7,3.2,Northwest Climate Region,1.37,-0.77,68.1,5.3,39.3,1.2
2001-06-01,56.6,-0.6,Northwest Climate Region,1.70,-0.02,70.0,-0.3,43.2,-0.8
2001-07-01,64.5,-0.2,Northwest Climate Region,0.88,0.15,78.9,-1.0,50.2,0.7
2001-08-01,67.3,3.6,Northwest Climate Region,0.60,-0.20,83.1,4.2,51.6,3.1
2001-09-01,60.0,3.7,Northwest Climate Region,0.73,-0.69,75.1,4.9,45.0,2.6
2001-10-01,46.6,0.1,Northwest Climate Region,2.87,0.33,58.2,0.1,35.1,0.2
2001-11-01,38.6,3.3,Northwest Climate Region,5.03,0.69,46.7,3.3,30.6,3.3
2001-12-01,28.5,-0.3,Northwest Climate Region,5.67,1.04,34.8,-0.9,22.2,0.3
2002-01-01,29.2,2.2,Northwest Climate Region,5.02,0.49,35.7,1.5,22.7,3.0
2002-02-01,31.2,0.0,Northwest Climate Region,2.49,-1.12,41.0,1.5,21.5,-1.5
2002-03-01,34.3,-2.2,Northwest Climate Region,3.23,-0.03,43.9,-2.2,24.7,-2.1
2002-04-01,43.7,0.5,Northwest Climate Region,2.49,0.13,55.2,0.6,32.2,0.4
2002-05-01,49.6,-0.9,Northwest Climate Region,1.47,-0.67,62.0,-0.8,37.1,-1.0
2002-06-01,59.4,2.2,Northwest Climate Region,1.39,-0.33,73.1,2.8,45.8,1.8
2002-07-01,68.0,3.3,Northwest Climate Region,0.40,-0.33,83.7,3.8,52.4,2.9
2002-08-01,62.9,-0.8,Northwest Climate Region,0.35,-0.45,78.4,-0.5,47.3,-1.2
2002-09-01,57.5,1.2,Northwest Climate Region,0.80,-0.62,72.1,1.9,42.8,0.4
2002-10-01,44.4,-2.1,Northwest Climate Region,0.56,-1.98,57.4,-0.7,31.3,-3.6
2002-11-01,37.6,2.3,Northwest Climate Region,2.57,-1.77,47.0,3.6,28.3,1.0
2002-12-01,33.0,4.2,Northwest Climate Region,5.80,1.17,39.1,3.4,26.8,4.9
